Data;Godzina;Goście;Gospodarze;Sezon;Stadion;Sędzia;AG;AvgA;AvgD;AvgH;HG;MaxA;MaxD;MaxH;PA;PD;PH;Czerwone kartki A;Czerwone kartki H;Faule A;Faule H;Interwencje bramkarzy A;Interwencje bramkarzy H;Posiadanie piłki A;Posiadanie piłki H;Rzuty rożne A;Rzuty rożne H;Rzuty wolne A;Rzuty wolne H;Spalone A;Spalone H;Strzały na bramkę A;Strzały na bramkę H;Strzały niecelne A;Strzały niecelne H;Strzały zablokowane A;Strzały zablokowane H;Sytuacje bramkowe A;Sytuacje bramkowe H;Wrzuty z autu A;Wrzuty z autu H;Żółte kartki A;Żółte kartki H;Zawodnik 1 A;Zawodnik 1 H;Zawodnik 2 A;Zawodnik 2 H;Zawodnik 3 A;Zawodnik 3 H;Zawodnik 4 A;Zawodnik 4 H;Zawodnik 5 A;Zawodnik 5 H;Zawodnik 6 A;Zawodnik 6 H;Zawodnik 7 A;Zawodnik 7 H;Zawodnik 8 A;Zawodnik 8 H;Zawodnik 9 A;Zawodnik 9 H;Zawodnik 10 A;Zawodnik 10 H;Zawodnik 11 A;Zawodnik 11 H;Res
02.09.2018;15:30;Jagiellonia Białystok;Wisła Płock;2018/2019;Orlen Stadion (Płock);Raczkowski P. (Pol);1;2,89;3,26;2,43;1;3,05;3,44;2,55;2,93;3,37;2,53;0;0;18;8;3;4;0,36;0,64;3;6;;;2;3;5;4;7;5;;;12;9;;;4;1;Kelemen M.;Dahne T.;Wójcicki J.;Uryga A.;Klemenz L.;Łasicki I.;Mitrovic N.;Dzwigala A.;Guilherme;Warcholak M.;Kwiecień B.;Rasak D.;Romanczuk T.;Szwoch M.;Frankowski P.;Furman D.;Pospisil M.;Szymański D.;Novikovas A.;Merebashvili G.;Bezjak R.;Ricardinho;D
02.09.2018;18:00;Legia Warszawa;Cracovia;2018/2019;Stadion MKS Cracovia (Kraków);Gil P. (Pol);0;2,43;3,14;2,98;0;2,52;3,3;3,16;2,48;3,23;3,12;1;0;14;20;2;3;0,36;0,64;3;5;;;0;1;3;2;4;13;;;7;15;;;3;3;Cierzniak R.;Gostomski M.;Stolarski P.;Rapa C.;Jędrzejczyk A.;Dytyatev O.;Pazdan M.;Helik M.;Hlousek A.;Siplak M.;Szymański S.;Gol J.;Cafu;Dimun M.;Antolic D.;Diego;Nagy D.;Javi H.;Carlitos;Serderov S.;Kante;Airam;D
14.09.2018;18:00;Śląsk Wrocław;Zagłębie Lubin;2018/2019;Stadion Zagłębia Lubin (Lubin);Marciniak S. (Pol);0;2,88;3,28;2,42;4;3,03;3,43;2,57;3,03;3,43;2,41;1;0;15;11;1;6;0,51;0,49;9;5;;;3;1;6;5;5;10;;;11;15;;;4;2;Slowik J.;Hładun D.;Dankowski K.;Tosik J.;Celeban P.;Guldan L.;Golla W.;Balic S.;Broz L.;Dziwniel D.;Pich R.;Jagiełło F.;Chrapek M.;Matuszczyk A.;Labojko J.;Bohar D.;Cholewiak M.;Starzyński F.;Ahmadzadeh F.;Pawłowski B.;Robak M.;Tuszyński P.;H
14.09.2018;20:30;Cracovia;Jagiellonia Białystok;2018/2019;Stadion Miejski (Białystok);Przybyl J. (Pol);1;4,29;3,48;1,84;3;4,66;3,68;1,91;4,46;3,66;1,85;0;0;14;15;3;1;0,44;0,56;4;4;;;1;0;2;6;10;4;;;12;10;;;3;3;Gostomski M.;Kelemen M.;Rapa C.;Wójcicki J.;Helik M.;Runje I.;Datkovic N.;Mitrovic N.;Siplak M.;Guilherme;Gol J.;Kwiecień B.;Wdowiak M.;Pospisil M.;Javi H.;Frankowski P.;Dimun M.;Bezjak R.;Serderov S.;Novikovas A.;Airam;Sheridan C.;H
15.09.2018;15:30;Miedź Legnica;Wisła Płock;2018/2019;3 892;Orlen Stadion (Płock);2;3,2;3,32;2,22;2;3,34;3,46;2,34;3,31;3,44;2,28;0;0;15;10;4;2;0,46;0,54;7;8;;;0;0;4;6;7;5;;;11;11;;;0;1;Kanibolotsky A.;Dahne T.;Zieliński P.;Uryga A.;Osyra K.;Sielewski B.;Bozic T.;Dzwigala A.;Kwame F.;Warcholak M.;Augustyniak R.;Rasak D.;Marquitos;Furman D.;Fernandez B.;Łukowski J.;Ojamaa H.;Szymański D.;Forsell P.;Merebashvili G.;Piasecki F.;Ricardinho;D
15.09.2018;18:00;Arka Gdynia;Piast Gliwice;2018/2019;4 003;Stadion Miejski w Gliwicach (Gliwice);0;3,93;3,4;1,94;1;4,2;3,6;1,99;4,1;3,57;1,96;1;0;19;10;6;2;0,39;0,61;5;5;;;2;5;2;7;4;14;;;6;21;;;3;0;Steinbors P.;Plach F.;Zbozień D.;Konczkowski M.;Maric L.;Korun U.;Helstrup F.;Czerwiński J.;Marciniak A.;Kirkeskov M.;Bogdanov A.;Dziczek P.;Deja A.;Hateley T.;Zarandia L.;Felix J.;Janota M.;Valencia J.;Siemaszko R.;Mak M.;Jankowski M.;Papadopulos M.;H
15.09.2018;20:30;Lechia Gdańsk;Wisła Kraków;2018/2019;23 052;Stadion Miejski im. Henryka Reymana (Kraków);2;3,63;3,39;2,02;5;3,86;3,56;2,15;3,8;3,54;2,06;0;0;11;13;2;3;0,53;0,47;6;3;;;0;1;5;7;7;4;;;12;11;;;2;2;Kuciak D.;Lis M.;Fila K.;Bartkowski J.;Nalepa M.;Wasilewski M.;Vitoria S.;Sadlok M.;Mladenovic F.;Pietrzak R.;Kubicki J.;Basha V.;Łukasik D.;Kort D.;Lipski P.;Imaz J.;Paixao F.;Boguski R.;Sobiech A.;Kostal M.;Mak Mi.;Ondrasek Z.;H
16.09.2018;15:30;Korona Kielce;Pogoń Szczecin;2018/2019;Stadion Miejski w Szczecinie (Szczecin);Lasyk P. (Pol);1;3,34;3,27;2,18;1;3,52;3,4;2,26;3,47;3,37;2,21;0;0;12;8;0;3;0,53;0,47;10;1;;;1;0;4;0;11;8;;;15;8;;;2;0;Hamrol M.;Zaluska L.;Rymaniak B.;Stec D.;Kovacevic A.;Walukiewicz S.;Diaw E. P.;Dvali L.;Kallaste K.;Nunes R.;Gardawski M.;Podstawski T.;Petrak O.;Drygas K.;Żubrowski J.;Guarrotxena I.;Mozdzen M.;Majewski R.;Soriano E.;Matynia H.;Gorski M.;Benedyczak A.;D
16.09.2018;18:00;Lech Poznań;Legia Warszawa;2018/2019;Stadion Wojska Polskiego (Warszawa);Stefanski D. (Pol);0;2,96;3,3;2,36;1;3,1;3,48;2,43;3,06;3,46;2,37;0;0;12;15;2;2;0,53;0,47;5;3;;;1;5;2;3;4;9;;;6;12;;;1;3;Putnocky M.;Cierzniak R.;Cywka T.;Stolarski P.;Janicki R.;Wieteska M.;Rogne T.;Jędrzejczyk A.;De Marco V.;Hlousek A.;Trałka Ł.;Cafu;Amaral J.;Kucharczyk M.;Pedro Tiba;Antolic D.;Jevtić D.;Nagy D.;Jóźwiak K.;Szymański S.;Gytkjaer C.;Carlitos;H
17.09.2018;18:00;Górnik Zabrze;Zagłębie Sosnowiec;2018/2019;Stadion Ludowy (Sosnowiec);Zlotek M. (Pol);1;3,24;3,57;2,1;1;3,42;3,85;2,2;3,38;3,84;2,09;0;0;11;13;4;3;0,45;0,55;1;6;;;1;4;4;5;5;6;;;9;11;;;1;4;Loska T.;Kudła D.;Wiśniewski P.;Heinloth M.;Suarez D.;Polczak P.;Bochniewicz P.;Cichocki M.;Koj M.;Mraz P.;Jimenez J.;Nowak T.;Ambrosiewicz M.;Kokoszka A.;Matuszek S.;Pawlowski S.;Ryczkowski A.;Wrzesiński K.;Zapolnik K.;Udovicic Z.;Angulo I.;Sanogo V.;D
21.09.2018;18:00;Wisła Kraków;Pogoń Szczecin;2018/2019;Stadion Miejski w Szczecinie (Szczecin);Szczech Ł. (Pol);1;2,88;3,33;2,4;2;3,02;3,48;2,55;3;3,46;2,41;0;0;15;18;2;0;0,52;0,48;1;8;;;1;1;1;4;5;15;;;6;19;;;5;3;Lis M.;Zaluska L.;Bartkowski J.;Stec D.;Wasilewski M.;Walukiewicz S.;Sadlok M.;Dvali L.;Pietrzak R.;Nunes R.;Boguski R.;Podstawski T.;Basha V.;Kowalczyk S.;Kort D.;Kozulj Z.;Kostal M.;Drygas K.;Imaz J.;Majewski R.;Ondrasek Z.;Buksa A.;H
21.09.2018;20:30;Lech Poznań;Arka Gdynia;2018/2019;Stadion GOSiR (Gdynia);Myc W. (Pol);0;2,24;3,31;3,14;1;2,31;3,48;3,32;2,29;3,46;3,21;0;0;17;14;1;5;0,54;0,46;12;6;;;1;3;5;2;10;3;;;15;5;;;2;0;Putnocky M.;Steinbors P.;Cywka T.;Zbozień D.;Janicki R.;Maric L.;Goutas D.;Helstrup F.;Kostevych V.;Marciniak A.;Amaral J.;Nalepa M.;Trałka Ł.;Deja A.;Jóźwiak K.;Zarandia L.;Gajos M.;Janota M.;Pedro Tiba;Jankowski M.;Tomczyk P.;Kolev A.;H
22.09.2018;15:30;Wisła Płock;Cracovia;2018/2019;Stadion MKS Cracovia (Kraków);Zlotek M. (Pol);1;2,86;3,23;2,46;3;3;3,36;2,6;2,87;3,35;2,57;0;0;18;19;2;6;0,52;0,48;3;1;;;0;2;7;5;8;5;;;15;10;;;2;0;Zapytowski M.;Gostomski M.;Uryga A.;Rapa C.;Dzwigala A.;Datkovic N.;Łasicki I.;Helik M.;Warcholak M.;Diego;Furman D.;Gol J.;Szymański D.;Wdowiak M.;Łukowski J.;Budzinski M.;Stilic S.;Dimun M.;Varela N.;Zenjov S.;Ricardinho;Piszczek F.;H
22.09.2018;18:00;Zagłębie Lubin;Lechia Gdańsk;2018/2019;Polsat Plus Arena (Gdańsk);Przybyl J. (Pol);3;3,5;3,25;2,12;3;3,76;3,42;2,25;3,71;3,3;2,15;0;0;11;16;2;2;0,61;0,39;6;3;;;2;1;5;5;1;7;;;6;12;;;3;2;Hładun D.;Kuciak D.;Kopacz B.;Fila K.;Guldan L.;Nalepa M.;Balic S.;Augustyn B.;Pakulski D.;Lewandowski M.;Slisz B.;Łukasik D.;Matuszczyk A.;Paixao F.;Jagiełło F.;Kubicki J.;Dziwniel D.;Wolski R.;Starzyński F.;Haraslin L.;Tuszyński P.;Sobiech A.;D
22.09.2018;20:30;Legia Warszawa;Miedź Legnica;2018/2019;Stadion im. Orła Białego (Legnica);Musial T. (Pol);4;2,42;3,33;2,85;1;2,58;3,56;3,1;2,46;3,52;2,88;0;0;10;12;3;5;0,56;0,44;7;6;;;2;3;9;4;5;4;;;14;8;;;1;3;Cierzniak R.;Kanibolotsky A.;Stolarski P.;Zieliński P.;Wieteska M.;Osyra K.;Jędrzejczyk A.;Bozic T.;Hlousek A.;Pikk A.;Cafu;Augustyniak R.;Antolic D.;Piasecki F.;Kucharczyk M.;Marquitos;Szymański S.;Fernandez B.;Nagy D.;Ojamaa H.;Carlitos;Forsell P.;A
23.09.2018;15:30;Piast Gliwice;Śląsk Wrocław;2018/2019;Tarczyński Arena (Wrocław);Jakubik K. (Pol);1;3,19;3,34;2,21;4;3,4;3,52;2,29;3,28;3,48;2,25;0;0;15;10;0;2;0,54;0,46;3;3;;;0;2;3;4;12;10;;;15;14;;;2;2;Plach F.;Slowik J.;Pietrowski M.;Broz L.;Korun U.;Celeban P.;Czerwiński J.;Golla W.;Kirkeskov M.;Cotra D.;Badia G.;Dankowski K.;Hateley T.;Labojko J.;Dziczek P.;Chrapek M.;Felix J.;Pich R.;Papadopulos M.;Robak M.;Valencia J.;Pałaszewski M.;H
23.09.2018;18:00;Jagiellonia Białystok;Górnik Zabrze;2018/2019;Stadion im. Ernesta Pohla (Zabrze);Frankowski B. (Pol);3;1,98;3,54;3,6;1;2,11;3,82;3,75;2;3,79;3,68;0;0;14;11;3;3;0,51;0,49;6;6;;;4;5;6;4;5;6;;;11;10;;;3;3;Kelemen M.;Loska T.;Burliga L.;Wiśniewski P.;Mitrovic N.;Suarez D.;Runje I.;Bochniewicz P.;Guilherme;Gryszkiewicz A.;Novikovas A.;Nowak K.;Pospisil M.;Ambrosiewicz M.;Kwiecień B.;Matuszek S.;Frankowski P.;Jimenez J.;Machaj M.;Zapolnik K.;Bezjak R.;Angulo I.;A
24.09.2018;18:00;Zagłębie Sosnowiec;Korona Kielce;2018/2019;Suzuki Arena (Kielce);Kwiatkowski T. (Pol);1;4,1;3,54;1,86;3;4,5;3,79;1,95;4,5;3,79;1,82;0;0;20;9;5;2;0,37;0,63;2;5;;;3;6;3;8;3;6;;;6;14;;;2;3;Kudła D.;Hamrol M.;Heinloth M.;Rymaniak B.;Cichocki M.;Marquez I.;Polczak P.;Diaw E. P.;Mraz P.;Gardawski M.;Nowak T.;Pucko M.;Babiarz B.;Petrak O.;Wrzesiński K.;Kovacevic A.;Pawlowski S.;Żubrowski J.;Udovicic Z.;Brown F.;Sanogo V.;Soriano E.;H
28.09.2018;18:00;Lechia Gdańsk;Wisła Płock;2018/2019;Orlen Stadion (Płock);Raczkowski P. (Pol);0;3,12;3,29;2,27;1;3,31;3,5;2,41;3,21;3,43;2,34;0;0;17;13;3;2;0,63;0,37;5;3;;;0;1;2;4;11;10;;;13;14;;;3;3;Alomerovic Z.;Zynel B.;Fila K.;Stefanczyk C.;Nalepa M.;Łasicki I.;Augustyn B.;Uryga A.;Mladenovic F.;Stepinski P.;Łukasik D.;Rasak D.;Kubicki J.;Furman D.;Wolski R.;Varela N.;Paixao F.;Szymański D.;Sobiech A.;Ricardinho;Haraslin L.;Angielski K.;H
28.09.2018;20:30;Arka Gdynia;Legia Warszawa;2018/2019;Stadion Wojska Polskiego (Warszawa);Gil P. (Pol);1;5,79;4,03;1,55;1;6,13;4,27;1,61;6,13;4,27;1,56;0;0;17;12;1;1;0,43;0,57;4;5;;;1;0;2;2;6;9;;;8;11;;;3;1;Steinbors P.;Cierzniak R.;Zbozień D.;Stolarski P.;Maric L.;Jędrzejczyk A.;Helstrup F.;Wieteska M.;Marciniak A.;Hlousek A.;Nalepa M.;Antolic D.;Deja A.;Cafu;Zarandia L.;Kucharczyk M.;Janota M.;Szymański S.;Jankowski M.;Nagy D.;Kolev A.;Carlitos;D
29.09.2018;15:30;Górnik Zabrze;Piast Gliwice;2018/2019;Stadion Miejski w Gliwicach (Gliwice);Musial T. (Pol);0;4,31;3,56;1,81;1;4,75;3,77;1,88;4,48;3,77;1,83;0;0;23;12;2;3;0,42;0,58;5;8;;;1;3;3;2;7;8;;;10;10;;;2;2;Loska T.;Szmatuła J.;Wiśniewski P.;Pietrowski M.;Suarez D.;Sedlar A.;Bochniewicz P.;Czerwiński J.;Koj M.;Kirkeskov M.;Smuga D.;Dziczek P.;Matuszek S.;Felix J.;Ambrosiewicz M.;Valencia J.;Jimenez J.;Hateley T.;Zapolnik K.;Mak M.;Angulo I.;Papadopulos M.;H
29.09.2018;18:00;Pogoń Szczecin;Zagłębie Lubin;2018/2019;Stadion Zagłębia Lubin (Lubin);Kwiatkowski T. (Pol);2;2,98;3,24;2,38;0;3,1;3,4;2,45;3,09;3,35;2,45;0;0;18;17;2;2;0,46;0,54;3;3;;;2;0;4;2;10;7;;;14;9;;;4;5;Zaluska L.;Hładun D.;Niepsuj D.;Tosik J.;Walukiewicz S.;Kopacz B.;Dvali L.;Guldan L.;Nunes R.;Dziwniel D.;Podstawski T.;Jagiełło F.;Drygas K.;Matuszczyk A.;Kowalczyk S.;Sirotov V.;Majewski R.;Starzyński F.;Matynia H.;Bohar D.;Buksa A.;Mares J.;A
29.09.2018;20:30;Korona Kielce;Wisła Kraków;2018/2019;Stadion Miejski im. Henryka Reymana (Kraków);Stefanski D. (Pol);1;2,95;3,2;2,41;0;3,15;3,4;2,5;3,15;3,25;2,47;0;0;15;8;4;3;0,39;0,61;1;4;;;2;2;4;4;7;4;;;11;8;;;2;3;Hamrol M.;Lis M.;Rymaniak B.;Pietrzak R.;Marquez I.;Sadlok M.;Diaw E. P.;Wasilewski M.;Gardawski M.;Bartkowski J.;Pucko M.;Kort D.;Kovacevic A.;Arsenić Z.;Petrak O.;Kostal M.;Janjic Z.;Imaz J.;Cebula M.;Boguski R.;Soriano E.;Ondrasek Z.;A
30.09.2018;15:30;Cracovia;Zagłębie Sosnowiec;2018/2019;Stadion Ludowy (Sosnowiec);Frankowski B. (Pol);1;2,7;3,18;2,63;1;2,9;3,4;2,81;2,75;3,34;2,72;0;1;17;16;3;4;0,59;0,41;2;4;;;1;1;5;4;6;8;;;11;12;;;2;3;Gostomski M.;Kudła D.;Rapa C.;Heinloth M.;Helik M.;Cichocki M.;Datkovic N.;Polczak P.;Diego;Udovicic Z.;Zenjov S.;Nowak T.;Dimun M.;Milewski S.;Gol J.;Wrzesiński K.;Wdowiak M.;Christovao A.;Budzinski M.;Pawlowski S.;Piszczek F.;Sanogo V.;D
30.09.2018;18:00;Miedź Legnica;Lech Poznań;2018/2019;Stadion Miejski (Poznań);Przybyl J. (Pol);1;4,91;3,84;1,66;2;5,25;4;1,72;5,23;4;1,68;0;0;13;7;2;2;0,45;0,55;4;4;;;4;1;3;4;9;14;;;12;18;;;1;0;Sapela Ł.;Putnocky M.;Zieliński P.;Wasielewski M.;Żyro M.;Janicki R.;Bozic T.;Goutas D.;Pikk A.;Kostevych V.;Fernandez B.;Pedro Tiba;Purzycki A.;Makuszewski M.;Marquitos;Cywka T.;Lobodzinski W.;Jóźwiak K.;Ojamaa H.;Amaral J.;Forsell P.;Gytkjaer C.;H
01.10.2018;18:00;Śląsk Wrocław;Jagiellonia Białystok;2018/2019;Stadion Miejski (Białystok);Marciniak S. (Pol);4;3,79;3,38;1,98;0;4;3,51;2,05;4;3,51;2,01;0;0;13;11;2;3;0,59;0,41;4;3;;;4;0;7;2;5;8;;;12;10;;;1;0;Slowik J.;Kelemen M.;Broz L.;Burliga L.;Celeban P.;Runje I.;Golla W.;Mitrovic N.;Cotra D.;Guilherme;Cholewiak M.;Machaj M.;Labojko J.;Kwiecień B.;Chrapek M.;Pospisil M.;Pich R.;Frankowski P.;Robak M.;Bezjak R.;Piech A.;Novikovas A.;A
05.10.2018;18:00;Piast Gliwice;Miedź Legnica;2018/2019;Stadion im. Orła Białego (Legnica);Sulikowski D. (Pol);2;2,84;3,28;2,44;2;2,95;3,43;2,65;2,92;3,43;2,52;0;0;13;14;1;3;0,49;0,51;8;4;;;2;0;5;3;3;7;;;8;10;;;2;1;Szmatuła J.;Sapela Ł.;Pietrowski M.;Zieliński P.;Czerwiński J.;Osyra K.;Sedlar A.;Bozic T.;Kirkeskov M.;Pikk A.;Dziczek P.;Fernandez B.;Jodłowiec T.;Cruz F.;Badia G.;Ojamaa H.;Felix J.;Szczepaniak M.;Mak M.;Piasecki F.;Papadopulos M.;Forsell P.;D
05.10.2018;20:30;Lech Poznań;Górnik Zabrze;2018/2019;Stadion im. Ernesta Pohla (Zabrze);Kwiatkowski T. (Pol);2;1,88;3,57;3,92;2;2;3,71;4,2;1,92;3,67;4,17;0;0;16;18;4;3;0,61;0,39;5;6;;;1;4;5;6;12;7;;;17;13;;;4;2;Putnocky M.;Loska T.;Wasielewski M.;Wiśniewski P.;Kostevych V.;Suarez D.;Makuszewski M.;Bochniewicz P.;Janicki R.;Gryszkiewicz A.;Pedro Tiba;Smuga D.;Rogne T.;Ambrosiewicz M.;Radut M.;Żurkowski S.;Amaral J.;Jimenez J.;Gytkjaer C.;Zapolnik K.;Jóźwiak K.;Angulo I.;D
06.10.2018;15:30;Wisła Płock;Pogoń Szczecin;2018/2019;Stadion Miejski w Szczecinie (Szczecin);Frankowski B. (Pol);0;3,68;3,53;1,96;4;3,9;3,8;2,05;3,77;3,8;1,98;0;0;20;16;3;2;0,5;0,5;3;5;;;2;1;2;7;6;8;;;8;15;;;5;4;Dahne T.;Zaluska L.;Stefanczyk C.;Niepsuj D.;Uryga A.;Dvali L.;Łasicki I.;Walukiewicz S.;Stepinski P.;Nunes R.;Furman D.;Podstawski T.;Rasak D.;Drygas K.;Angielski K.;Kowalczyk S.;Szymański D.;Majewski R.;Varela N.;Kozulj Z.;Ricardinho;Buksa A.;H
06.10.2018;18:00;Zagłębie Sosnowiec;Lechia Gdańsk;2018/2019;Polsat Plus Arena (Gdańsk);Stefanski D. (Pol);1;4,92;4;1,63;4;5,3;4,4;1,69;5,16;4,33;1,63;0;0;17;11;4;2;0,44;0,56;4;11;;;2;3;3;8;7;12;;;10;20;;;1;1;Perdijic M.;Alomerovic Z.;Heinloth M.;Nunes J.;Udovicic Z.;Nalepa M.;Milewski S.;Augustyn B.;Jedrych A.;Mladenovic F.;Nowak T.;Kubicki J.;Cichocki M.;Łukasik D.;Wrzesiński K.;Lipski P.;Christovao A.;Michalak K.;Pawlowski S.;Paixao F.;Sanogo V.;Haraslin L.;H
06.10.2018;20:30;Legia Warszawa;Śląsk Wrocław;2018/2019;Tarczyński Arena (Wrocław);Przybyl J. (Pol);1;2,6;3,3;2,64;0;2,72;3,44;2,73;2,68;3,44;2,73;0;1;11;8;4;4;0,59;0,41;4;2;;;2;3;5;4;11;7;;;16;11;;;2;1;Cierzniak R.;Slowik J.;Vesovic M.;Broz L.;Jędrzejczyk A.;Celeban P.;Wieteska M.;Golla W.;Hlousek A.;Cotra D.;Martins A.;Labojko J.;Cafu;Chrapek M.;Kucharczyk M.;Pich R.;Szymański S.;Piech A.;Nagy D.;Cholewiak M.;Kante;Robak M.;A
07.10.2018;15:30;Zagłębie Lubin;Arka Gdynia;2018/2019;Stadion GOSiR (Gdynia);Marciniak S. (Pol);1;3,11;3,22;2,31;3;3,28;3,35;2,37;3,21;3,35;2,37;1;0;13;14;6;5;0,39;0,61;11;4;;;3;0;6;9;7;4;;;13;13;;;7;1;Hładun D.;Steinbors P.;Tosik J.;Zbozień D.;Dąbrowski M.;Maric L.;Guldan L.;Helstrup F.;Balic S.;Marciniak A.;Matras M.;Nalepa M.;Matuszczyk A.;Danch A.;Pawłowski B.;Zarandia L.;Jagiełło F.;Janota M.;Bohar D.;Siemaszko R.;Tuszyński P.;Jankowski M.;H
07.10.2018;15:30;Jagiellonia Białystok;Korona Kielce;2018/2019;Suzuki Arena (Kielce);Gil P. (Pol);1;3,17;3,21;2,28;1;3,4;3,4;2,45;3,31;3,32;2,34;0;0;16;17;5;3;0,42;0,58;6;9;;;1;1;4;6;1;7;;;5;13;;;5;5;Kelemen M.;Hamrol M.;Runje I.;Rymaniak B.;Mitrovic N.;Marquez I.;Guilherme;Diaw E. P.;Frankowski P.;Gardawski M.;Kwiecień B.;Kosakiewicz L.;Romanczuk T.;Kovacevic A.;Savkovic M.;Petrak O.;Novikovas A.;Pucko M.;Pospisil M.;Soriano E.;Bezjak R.;Janjic Z.;D
07.10.2018;18:00;Wisła Kraków;Cracovia;2018/2019;Stadion MKS Cracovia (Kraków);Raczkowski P. (Pol);2;2,81;3,2;2,51;0;2,95;3,36;2,6;2,89;3,36;2,58;0;0;12;18;4;1;0,52;0,48;6;9;;;1;2;3;4;4;8;;;7;12;;;1;4;Lis M.;Gostomski M.;Arsenić Z.;Rapa C.;Wasilewski M.;Helik M.;Sadlok M.;Datkovic N.;Pietrzak R.;Siplak M.;Basha V.;Zenjov S.;Kort D.;Dimun M.;Boguski R.;Gol J.;Imaz J.;Wdowiak M.;Kostal M.;Budzinski M.;Ondrasek Z.;Javi H.;A
19.10.2018;18:00;Lechia Gdańsk;Piast Gliwice;2018/2019;Stadion Miejski w Gliwicach (Gliwice);Jakubik K. (Pol);1;3,06;3,27;2,3;1;3,25;3,4;2,37;3,23;3,36;2,36;0;0;14;10;1;2;0,51;0,49;1;1;;;1;2;3;2;8;5;;;11;7;;;3;1;Alomerovic Z.;Szmatuła J.;Nunes J.;Konczkowski M.;Vitoria S.;Czerwiński J.;Augustyn B.;Sedlar A.;Mladenovic F.;Kirkeskov M.;Kubicki J.;Hateley T.;Łukasik D.;Jodłowiec T.;Lipski P.;Felix J.;Michalak K.;Badia G.;Paixao F.;Valencia J.;Mak Mi.;Papadopulos M.;D
19.10.2018;20:30;Pogoń Szczecin;Jagiellonia Białystok;2018/2019;Stadion Miejski (Białystok);Stefanski D. (Pol);1;3,12;3,26;2,28;2;3,3;3,4;2,39;3,26;3,33;2,36;0;0;14;14;3;3;0,53;0,47;3;4;;;3;3;4;5;9;8;;;13;13;;;4;2;Zaluska L.;Kelemen M.;Niepsuj D.;Wójcicki J.;Walukiewicz S.;Runje I.;Dvali L.;Mitrovic N.;Matynia H.;Guilherme;Drygas K.;Kwiecień B.;Podstawski T.;Poletanovic M.;Kozulj Z.;Frankowski P.;Majewski R.;Pospisil M.;Kowalczyk S.;Novikovas A.;Buksa A.;Sheridan C.;H
20.10.2018;15:30;Miedź Legnica;Zagłębie Sosnowiec;2018/2019;Stadion Ludowy (Sosnowiec);Dobrynin Z. (Pol);1;2,61;3,29;2,63;3;2,75;3,46;2,75;2,7;3,46;2,7;0;0;13;14;6;9;0,62;0,38;6;3;;;0;3;10;9;8;9;;;18;18;;;2;3;Sapela Ł.;Kudła D.;Zieliński P.;Heinloth M.;Osyra K.;Jedrych A.;Bozic T.;Polczak P.;Kwame F.;Mraz P.;Cruz F.;Milewski S.;Camara J.;Banasiak A.;Szczepaniak M.;Wrzesiński K.;Fernandez B.;Pawlowski S.;Ojamaa H.;Christovao A.;Forsell P.;Sanogo V.;H
20.10.2018;18:00;Arka Gdynia;Śląsk Wrocław;2018/2019;Tarczyński Arena (Wrocław);Raczkowski P. (Pol);2;4,28;3,65;1,8;1;4,75;3,96;1,91;4,47;3,96;1,79;0;0;16;12;2;4;0,42;0,58;2;4;;;1;3;6;3;1;16;;;7;19;;;1;3;Steinbors P.;Slowik J.;Zbozień D.;Broz L.;Maghoma C.;Celeban P.;Helstrup F.;Golla W.;Marciniak A.;Cotra D.;Deja A.;Chrapek M.;Nalepa M.;Augusto;Młyński M.;Pich R.;Janota M.;Pałaszewski M.;Jankowski M.;Cholewiak M.;Kolev A.;Robak M.;A
20.10.2018;20:30;Korona Kielce;Lech Poznań;2018/2019;Stadion Miejski (Poznań);Musial T. (Pol);1;4,06;3,44;1,89;2;4,4;3,6;1,96;4,32;3,55;1,92;0;0;10;18;1;2;0,59;0,41;3;3;;;3;0;3;3;8;9;;;11;12;;;;;Hamrol M.;Buric J.;Kosakiewicz L.;Goutas D.;Marquez I.;Rogne T.;Diaw E. P.;De Marco V.;Kallaste K.;Wasielewski M.;Pucko M.;Pedro Tiba;Kovacevic A.;Trałka Ł.;Petrak O.;Kostevych V.;Cebula M.;Jevtić D.;Soriano E.;Amaral J.;Janjic Z.;Gytkjaer C.;H
21.10.2018;15:30;Wisła Płock;Zagłębie Lubin;2018/2019;Stadion Zagłębia Lubin (Lubin);Lasyk P. (Pol);3;2,81;3,47;2,37;3;3;3,67;2,45;2,85;3,67;2,45;0;1;17;20;4;3;0,55;0,45;7;3;;;1;2;5;7;6;4;;;11;11;;;2;3;Dahne T.;Hładun D.;Stefanczyk C.;Tosik J.;Uryga A.;Dąbrowski M.;Dzwigala A.;Guldan L.;Warcholak M.;Balic S.;Furman D.;Jagiełło F.;Szymański D.;Matuszczyk A.;Rasak D.;Starzyński F.;Łukowski J.;Janoszka L.;Ricardinho;Pawłowski B.;Merebashvili G.;Bohar D.;D
